cvAnomatricula,aVelocidadelocal,cvSexo,cvIdade,aSinaisLuminosos,aDiadaSemana
2000,50,1,75,1,5
2015,50,0,17,0,5
2015,50,0,74,0,5
1985,50,0,69,0,5
2003,50,0,29,0,6
2008,50,1,29,0,0
2011,50,0,34,1,6
2009,50,0,44,0,6
2004,50,0,54,0,0
2007,50,1,69,1,5
2000,50,1,44,0,6
1985,50,0,17,0,1
2004,50,0,34,0,0
1993,90,0,44,0,0
1997,50,1,24,0,5
2007,50,1,54,0,1
2016,120,0,34,0,1
2004,50,0,44,1,6
1994,50,0,29,0,0
2015,50,0,24,0,5
2016,50,0,44,0,0
1999,90,0,44,0,6
1996,50,0,20,0,0
2009,40,0,34,0,5
1995,50,1,59,0,1
1998,50,0,69,0,1
1997,50,1,49,1,5
1996,50,0,34,0,1
1992,50,0,24,0,6
2007,90,1,54,0,5
2002,50,1,75,0,6
2001,120,0,54,0,5
2017,90,0,59,0,6
2007,50,0,74,0,5
2016,50,1,34,0,6
2008,80,1,34,0,5
2004,50,0,34,0,0
1999,50,0,59,0,0
2007,50,1,49,0,5
2007,50,0,54,0,6
1991,50,0,39,0,0
2007,50,0,49,0,1
1999,90,0,39,0,0
2000,50,0,24,0,5
2000,50,0,24,0,5
2014,50,0,39,0,5
2010,50,0,17,0,6
2003,100,0,49,0,6
2008,120,0,39,0,0
2009,50,1,34,0,6
2008,50,1,54,0,0
1993,90,0,49,0,6
2008,50,0,39,0,1
2014,50,0,59,0,1
2002,50,0,39,1,6
2010,50,0,34,1,6
1995,50,0,54,0,6
2009,50,1,39,0,5
1988,50,0,24,0,6
2007,90,0,39,0,0
2010,90,0,29,0,0
2006,50,0,29,0,5
1992,50,0,75,0,5
2008,90,1,39,0,1
2009,50,0,44,0,5
2007,50,1,54,0,6
2007,50,0,44,0,6
2006,50,0,24,1,1
2017,120,0,34,0,5
1998,50,0,20,0,5
1996,50,1,75,0,5
2011,50,0,29,0,6
1996,50,1,44,0,6
2008,50,0,34,1,1
2001,50,0,49,1,6
2003,90,0,49,0,1
2002,50,0,69,0,1
1994,50,1,24,0,0
2013,70,1,29,0,5
2010,50,0,24,0,0
2009,50,0,69,0,6
2000,70,0,44,0,5
2015,50,0,34,1,5
2017,50,0,44,1,6
2013,50,0,34,0,0
1992,50,0,69,0,1
2005,60,0,39,0,0
2000,70,0,69,0,6
1992,50,1,49,0,0
2005,50,1,20,0,1
2017,50,0,34,0,5
2004,50,0,75,0,6
2003,90,1,59,0,5
1998,50,0,54,0,6
2011,50,1,17,0,5
2013,50,1,34,0,5
1998,30,0,59,0,6
2000,50,0,74,0,0
2018,30,0,17,0,1
2000,60,0,39,0,5
2017,50,0,54,0,5
1991,50,0,17,0,0
2004,50,0,75,0,1
2009,50,0,59,1,1
2002,50,1,24,0,1
1999,50,1,49,0,1
1993,50,0,75,0,1
2005,50,0,39,0,1
1994,50,0,24,0,1
2003,50,0,75,0,1
1995,50,1,39,0,0
2004,90,0,44,0,5
1995,50,0,20,0,0
2007,50,0,39,0,1
2014,50,0,59,0,6
2017,100,0,59,0,6
2008,50,0,69,0,6
1996,50,1,24,0,0
2012,50,0,49,1,5
1997,60,1,29,0,5
2008,60,0,54,0,5
2017,50,0,17,0,1
1993,50,0,75,0,5
1999,50,1,24,0,1
2011,90,0,44,0,5
1997,30,0,24,0,6
2005,80,0,44,0,6
2009,50,1,49,0,1
2015,50,1,34,0,1
2003,100,0,20,0,6
2006,50,0,54,0,6
1994,50,0,75,0,1
2007,120,0,75,0,1
2008,50,1,39,0,6
2000,50,1,34,0,5
2013,120,0,39,0,6
2015,50,0,44,0,1
1994,50,0,59,0,5
2005,120,0,59,0,0
2012,50,0,39,0,1
2013,50,0,59,0,1
2008,50,0,69,0,0
2007,50,0,34,0,1
2006,50,0,34,0,0
2011,50,0,74,0,6
2016,50,0,69,0,1
2018,50,1,29,0,5
1997,100,0,20,0,1
2000,50,0,29,1,5
1999,50,0,20,0,0
2006,70,1,49,0,5
1989,50,0,59,0,5
2004,50,1,29,0,1
2008,50,0,54,0,6
2004,50,0,54,0,1
1993,50,0,49,0,1
2000,50,1,24,0,0
2014,50,0,29,1,1
1998,50,0,34,0,6
2003,50,0,59,0,1
2011,50,0,24,1,5
2017,50,0,24,0,6
1999,50,0,74,0,1
2015,50,0,49,0,6
2016,50,0,17,0,5
2000,50,0,29,0,0
1999,50,1,24,0,1
1987,40,0,54,0,6
2001,50,0,24,0,5
2002,50,0,24,0,6
1994,90,0,20,0,5
2010,50,0,54,0,5
1995,120,0,49,0,6
2002,80,1,39,0,6
2012,50,0,54,0,6
2007,50,0,39,0,6
1998,50,0,29,0,0
1992,50,0,69,0,6
2000,50,1,39,0,5
2008,50,0,69,0,1
2002,50,0,69,0,1
2017,50,0,59,0,1
1992,50,0,59,0,1
2015,100,0,74,0,6
2006,50,1,29,0,5
2013,50,0,20,0,0
2017,50,0,49,0,6
2007,50,0,44,0,1
2001,50,0,34,0,0
2010,50,0,34,1,5
2002,50,0,20,0,5
2002,70,1,20,0,5
2016,30,0,39,0,0
2011,50,1,75,1,5
2005,80,0,24,0,6
1999,50,0,49,0,6
2007,50,0,44,0,0
2016,50,0,29,0,0
2004,70,1,49,0,5
2002,50,0,75,0,5
1994,50,0,74,0,5
2017,50,1,29,0,6
2008,50,1,34,0,6
1992,120,0,39,0,5
1995,50,1,49,0,5
2002,50,0,24,0,1
2001,50,1,39,0,0
2000,50,1,49,0,5
2008,50,0,24,0,1
2007,80,0,29,0,6
2002,90,0,75,0,1
2010,50,0,75,0,1
1992,50,0,20,0,5
2001,50,1,34,0,6
2006,50,1,54,0,5
2016,90,0,34,0,1
2007,50,0,69,0,0
2003,120,1,24,0,0
1999,50,0,69,0,5
2007,50,1,24,1,1
2007,80,0,39,0,5
2007,90,0,54,0,5
2016,50,1,34,1,0
1997,50,0,75,0,1
2011,50,1,49,0,5
1968,50,0,59,0,1
1998,100,0,54,0,5
2011,90,1,49,0,6
2004,50,0,75,0,1
2004,50,1,59,0,5
2017,50,0,34,1,6
1999,30,0,17,0,0
2016,50,1,59,0,6
1997,90,0,20,0,1
1994,50,0,24,0,0
2017,50,0,39,0,5
2000,50,0,75,0,1
1996,50,0,75,0,5
2000,90,0,39,0,1
2008,50,0,29,0,6
1994,90,0,74,0,0
2014,120,0,59,0,0
2014,50,0,34,0,5
2004,50,1,39,0,5
2016,90,1,39,0,6
2000,50,0,49,1,5
2006,50,0,69,0,1
1996,50,0,44,0,6
2006,90,0,44,0,0
1994,50,0,59,0,1
1999,30,0,75,0,1
2006,50,0,75,0,5
2001,50,0,20,0,0
2010,50,0,54,0,6
2015,50,0,54,0,6
2001,50,0,54,0,5
2002,50,0,75,0,0
2016,60,1,54,0,0
1994,50,0,39,0,5
2008,90,1,49,0,5
2015,90,0,39,0,5
1994,50,0,75,1,0
1995,50,0,29,0,0
1998,60,1,44,0,5
2003,50,1,34,0,5
1997,80,0,34,0,0
2016,80,1,29,0,6
2000,50,1,49,0,5
1996,90,0,75,0,6
2008,50,1,59,0,5
2006,50,1,24,0,6
1999,100,0,29,0,5
2015,50,0,44,0,1
2016,50,0,34,0,5
2011,50,0,69,0,0
2008,50,1,44,0,1
2010,50,0,44,0,6
2008,30,1,39,1,0
2006,50,0,59,0,5
1992,50,0,49,0,6
1995,50,0,54,0,5
2017,60,1,39,0,6
2012,50,1,29,1,6
1999,50,0,20,0,0
2007,50,1,39,0,6
2000,50,0,54,0,5
2017,80,0,44,0,5
2016,50,0,49,0,5
2005,50,1,59,0,1
2014,30,0,69,0,5
2009,50,1,49,0,1
2006,50,1,74,0,6
1993,50,0,54,0,1
1993,50,1,49,0,1
2015,50,1,54,0,0
2010,120,1,29,0,5
2015,90,0,39,0,5
2010,120,1,29,0,5
2010,90,0,74,0,6
2009,50,0,20,0,6
2000,50,0,44,0,5
2008,50,0,29,0,1
1990,50,0,75,0,5
2007,80,1,39,0,0
2001,50,0,54,0,0
2007,30,0,69,0,0
2004,50,0,29,0,0
2008,50,0,74,0,5
2006,50,1,44,0,5
2000,50,0,20,0,0
2011,50,0,44,0,0
1987,50,0,29,1,5
2013,50,0,34,1,6
1998,50,0,34,0,1
2016,20,0,29,0,6
1998,90,0,20,0,0
2009,50,0,39,0,5
2009,50,0,44,0,0
2001,50,1,20,0,6
2014,50,0,44,0,1
1997,50,0,59,0,5
2013,50,0,54,0,5
1988,50,0,44,0,0
2014,50,0,29,0,5
2001,50,0,24,1,6
2001,70,1,44,0,1
2001,50,0,54,0,5
2012,50,0,69,1,6
1998,50,0,39,0,6
1996,50,0,24,0,1
2013,120,0,75,0,0
1993,50,0,44,1,5
2009,30,0,49,0,5
2000,50,1,29,0,5
2004,50,1,34,1,5
2000,50,0,24,0,1
2003,50,0,34,0,6
2015,80,0,34,0,6
1998,120,0,39,0,5
2000,90,1,49,1,5
2015,50,0,44,1,1
2017,50,0,20,0,0
2007,50,0,59,0,1
2013,120,1,39,0,6
2017,50,0,59,0,0
1999,50,1,34,0,0
2010,50,1,34,0,0
2001,100,0,34,0,1
2010,50,1,49,0,5
2016,50,0,29,0,6
2011,50,0,75,0,6
2000,120,0,24,0,0
2005,50,0,74,0,1
2016,80,0,49,0,6
1991,50,1,39,0,6
2017,50,0,49,0,0
2001,50,1,44,0,0
2005,50,1,39,0,1
2007,90,0,29,0,0
2010,50,0,34,0,0
2014,50,0,39,0,1
2000,50,0,39,0,5
1994,50,0,24,0,6
2003,50,0,39,0,6
2017,50,1,24,0,1
2017,90,0,44,0,0
2017,70,0,24,0,0
2015,50,0,39,1,1
2017,50,0,49,1,6
1996,50,0,59,0,0
1994,50,0,20,0,6
2012,50,0,54,0,1
2007,50,0,34,0,0
2000,50,1,54,0,6
2000,50,0,49,0,6
1996,50,0,44,0,0
2001,50,1,54,0,5
2006,50,1,49,0,1
2004,50,0,24,0,5
2004,50,0,44,0,5
2008,50,1,59,0,0
2003,50,0,44,0,6
2006,50,1,39,0,1
2016,50,0,49,0,1
1996,50,0,39,0,6
2000,90,0,24,0,1
2002,50,1,44,0,0
2000,50,1,20,0,5
2000,50,1,39,0,6
2008,50,0,69,0,1
2001,50,1,44,0,6
2010,50,1,39,0,6
1995,50,1,54,0,6
2008,50,0,29,0,5
2009,50,1,69,0,5
2011,50,1,34,0,5
2001,50,1,54,0,5
2001,50,1,49,0,6
2014,50,1,44,1,5
2012,50,1,24,0,1
2018,50,0,34,0,0
1998,90,0,49,0,6
1995,50,1,49,0,1
2013,50,0,49,0,5
1978,50,0,44,0,0
1998,50,0,44,0,6
2001,50,1,54,0,5
2007,50,0,49,0,0
2008,90,1,24,0,5
1997,50,0,69,0,1
2010,50,1,49,0,5
2003,90,0,24,0,6
2011,120,1,59,0,6
2002,50,0,59,0,1
1996,90,0,49,0,6
2006,90,0,54,0,5
2005,50,0,49,0,0
1999,50,1,44,0,0
1998,50,0,44,0,5
2017,100,0,34,0,1
2001,50,1,29,0,5
2016,50,0,59,0,5
2012,50,0,75,0,1
2015,50,1,54,0,6
2005,50,0,44,0,6
2005,50,0,29,0,6
2011,90,0,54,0,5
2016,50,0,44,0,6
2000,120,1,49,0,6
2009,50,0,24,0,6
2009,50,1,54,0,1
2006,50,1,39,0,1
1997,50,1,54,0,1
2000,50,0,59,0,0
2006,50,1,54,0,5
2011,50,0,44,1,6
1990,50,0,34,0,6
2010,90,0,44,0,5
2010,80,0,44,0,5
2002,50,0,54,0,1
2000,50,0,54,0,6
2005,50,1,29,1,6
2014,120,0,24,0,6
2000,50,0,24,0,6
2004,50,0,54,0,5
2018,50,0,24,0,5
2001,50,0,24,0,5
1998,120,0,44,0,1
2004,90,0,59,0,1
2004,50,1,49,0,6
2003,90,0,74,0,1
2007,50,0,29,0,5
2012,70,0,44,0,6
1995,50,0,75,0,1
2008,50,0,20,1,1
1999,50,1,29,0,1
1997,50,0,17,0,1
2002,50,0,44,0,5
1993,90,0,39,0,0
1996,50,1,49,0,5
1998,50,0,34,0,5
2015,50,1,29,1,0
1993,90,0,74,0,6
2007,120,0,29,0,0
2000,50,1,24,0,0
2008,90,0,54,0,6
2006,50,0,69,0,6
2001,90,0,24,0,5
2000,50,1,49,0,6
2002,90,0,24,0,6
2014,50,1,74,0,1
2000,50,1,54,0,6
2000,50,1,20,0,5
2010,60,1,44,0,5
2013,90,1,24,0,6
2006,50,0,49,0,5
2000,50,0,29,1,5
1992,50,0,75,0,0
1972,50,0,69,0,6
2008,120,0,44,0,1
2012,50,0,34,0,5
2009,50,0,34,1,6
2010,50,1,54,0,5
1989,50,0,20,0,0
2004,70,1,54,0,6
2006,50,0,54,0,6
2009,50,1,39,0,5
1989,50,0,29,0,5
2000,50,0,20,0,6
2015,100,0,59,0,6
2006,90,0,39,0,6
2017,50,0,39,0,5
2011,50,0,29,0,5
1999,30,0,59,0,6
1998,50,0,29,0,5
2012,50,0,69,0,1
1997,50,0,44,0,0
2007,50,1,20,0,1
1999,120,0,54,0,0
2015,50,0,44,0,1
2010,90,0,39,0,6
2018,50,0,34,1,6
1997,90,1,29,0,1
2004,50,0,75,0,5
2012,90,0,24,0,1
2005,120,0,34,0,1
2000,50,0,69,0,6
2001,50,0,39,1,6
2003,50,1,59,0,1
2004,50,0,44,0,1
1998,50,0,75,0,6
2008,30,1,20,1,0
2010,50,0,49,0,5
2008,50,0,20,0,0
1992,50,0,34,1,1
2011,50,0,24,0,0
2008,50,1,59,0,5
2001,50,0,39,0,5
2009,80,0,29,0,6
2015,50,0,29,0,5
2017,70,0,29,0,0
2017,50,0,49,0,1
2007,50,0,29,0,1
1990,50,0,59,0,6
2000,50,0,59,0,6
2007,90,1,69,0,5
2012,70,1,49,0,5
1994,50,1,24,0,6
1993,120,0,34,0,6
2017,50,1,24,0,5
1997,50,1,29,0,1
2001,50,0,59,0,5
2008,50,0,39,1,0
2012,120,0,14,0,5
2008,50,0,34,0,1
2005,50,1,49,1,6
2009,50,1,49,0,5
2017,90,0,74,0,6
2011,50,1,44,0,5
2005,50,0,69,0,5
2002,50,1,59,0,0
2010,50,0,39,1,1
2003,50,0,69,0,6
2003,50,1,49,0,6
1999,120,0,29,0,1
2000,100,1,59,0,6
1999,90,0,59,0,0
1993,50,0,39,0,5
2007,50,0,75,0,1
2008,50,1,54,0,1
2006,70,1,44,0,0
2001,50,0,49,0,0
2003,50,0,69,0,5
1996,50,0,74,0,6
2008,50,0,24,0,0
1997,50,0,54,0,6
2004,90,1,69,0,6
2011,50,0,34,0,5
2017,50,0,69,0,0
2005,50,0,69,0,6
2006,120,0,29,0,5
1996,40,1,44,0,5
2006,50,1,39,1,0
2008,120,0,39,0,6
2003,50,0,59,0,1
2002,50,0,39,0,5
2006,120,0,44,0,5
2013,50,1,59,0,5
1998,90,0,44,0,6
2006,50,0,39,0,5
2008,120,0,20,0,1
2017,50,0,34,0,0
1994,120,0,75,0,6
2013,50,0,29,0,6
2010,60,1,24,0,1
1994,50,0,29,0,0
2008,50,1,49,0,5
2016,50,0,29,0,1
2005,90,0,39,0,0
2000,50,0,44,0,0
2001,120,1,24,0,5
2015,50,0,29,0,0
2015,50,0,49,1,1
2016,50,0,39,0,5
2007,50,0,49,0,1
2004,50,0,49,0,5
2003,60,0,44,0,0
2002,50,0,44,0,6
2008,50,0,29,0,6
1997,50,1,39,0,5
2016,50,1,20,0,6
2017,50,0,17,0,6
2000,50,0,24,0,6
2004,80,1,49,0,1
1992,120,1,74,0,1
2009,50,0,69,0,0
2000,70,1,49,0,5
2016,90,1,29,0,5
2008,50,0,34,0,0
1999,50,0,39,1,0
1997,90,0,69,0,6
2004,120,0,24,0,6
2012,50,1,44,0,5
2000,50,0,49,0,0
2005,40,1,39,0,6
1992,90,0,74,0,6
1998,50,0,54,0,1
2002,50,1,44,1,1
2002,80,0,54,0,5
1998,90,1,59,0,6
2017,50,0,20,0,0
1989,50,0,24,0,0
2009,50,1,44,0,1
1998,50,1,29,0,1
2006,50,0,59,0,6
2005,50,0,20,0,5
2000,50,0,54,0,6
2001,100,1,29,0,6
2009,50,1,39,0,6
1998,50,0,24,0,1
2016,50,0,39,0,6
2008,50,0,69,0,1
2000,50,0,75,0,5
2005,90,1,44,0,0
2016,50,0,44,1,0
2008,50,1,54,0,1
2002,50,1,34,0,1
2000,40,0,29,0,6
1996,50,0,20,0,1
1996,50,0,69,0,0
2016,50,0,29,0,6
1999,50,1,44,0,5
2003,50,1,54,0,5
1997,50,1,59,0,1
1999,40,1,49,0,0
2012,120,0,34,0,5
2002,50,0,20,0,5
2017,50,0,29,0,1
2002,50,1,59,0,0
2014,50,1,69,0,1
2009,50,1,39,0,5
2015,50,0,49,1,5
2005,50,0,49,0,5
2003,50,1,24,0,5
2001,50,0,39,0,6
2008,50,0,34,0,5
1992,120,0,44,0,6
2014,50,1,29,0,6
1992,90,0,49,0,5
2004,50,1,39,0,1
2016,90,0,69,0,6
1999,120,0,20,0,1
2009,90,1,44,0,0
2017,90,0,49,0,1
1992,50,0,49,0,0
2013,50,0,54,0,1
2007,50,1,34,0,6
2014,50,0,44,1,1
2001,50,0,54,0,6
1997,90,0,54,0,0
1997,50,0,49,0,1
1997,50,0,29,0,6
2007,50,0,39,0,1
1993,50,0,39,0,5
2017,50,0,39,0,6
2013,120,0,54,0,1
1997,90,1,29,0,6
1996,50,0,24,0,6
1992,50,1,74,0,0
2005,50,1,54,0,1
1997,50,0,24,0,0
1993,90,0,74,0,5
1999,50,0,49,0,5
1999,50,0,34,0,5
2000,120,0,75,0,0
1997,50,0,49,0,5
2000,90,1,44,0,5
2018,50,0,17,0,1
2004,50,0,34,0,6
2003,50,0,69,0,0
1992,50,0,44,0,6
2011,70,0,34,0,6
1994,50,0,29,0,0
1998,90,1,54,0,6
1993,120,1,39,0,6
2017,50,1,29,0,1
1996,50,0,39,0,1
2017,50,1,49,0,0
2007,50,1,29,0,5
2017,50,0,39,0,5
2008,120,0,59,0,5
2006,120,1,44,0,6
2019,50,0,39,0,0
2008,50,1,20,0,0
1993,50,0,49,0,6
2013,50,0,39,0,0
2000,50,0,49,0,0
2002,50,0,29,0,5
2012,50,0,59,0,5
2009,50,0,39,0,5
2007,50,1,54,1,5
2016,50,0,29,0,6
2016,50,0,39,1,1
2016,50,0,49,0,6
2018,50,0,24,0,5
2002,50,1,54,0,1
2005,70,0,59,0,5
1998,50,1,44,0,6
2018,50,0,34,0,6
2013,50,1,49,0,1
2008,50,1,34,0,5
2004,120,0,75,0,6
2008,50,0,34,0,5
2016,120,1,49,0,5
2003,50,1,34,0,0
1992,50,0,29,0,0
2018,50,0,29,1,6
1997,50,0,24,0,5
1999,50,0,59,0,5
2015,50,0,44,0,1
2016,120,0,44,0,5
2004,50,1,59,0,6
1999,50,0,75,0,1
2010,50,0,49,0,5
1997,50,1,29,0,1
2008,30,1,69,1,0
2008,120,0,59,0,0
1998,50,1,59,0,5
2002,50,1,44,0,1
2016,90,0,34,0,0
2009,50,1,69,0,0
2014,50,0,69,0,0
2018,50,1,29,0,6
1999,50,0,44,1,6
1994,50,0,44,0,6
2014,50,0,20,1,1
1997,50,0,74,0,0
1993,50,1,24,0,6
2006,90,0,59,0,0
2012,80,0,24,0,6
2018,50,0,39,0,1
2016,50,0,54,0,0
2013,50,1,44,0,6
2009,50,0,29,0,0
2006,50,0,34,0,6
2009,50,0,24,0,6
1987,50,0,29,0,5
2007,50,0,54,0,5
2018,50,0,24,0,0
1995,50,0,24,0,5
1998,50,0,54,0,5
1996,50,0,75,0,1
2010,50,0,29,0,0
2018,120,0,44,0,6
2010,50,0,39,0,5
1998,50,0,39,0,1
1996,50,0,20,0,0
1992,50,1,44,0,5
1994,50,0,54,0,0
2003,50,0,49,0,1
2004,50,1,24,1,6
2014,30,0,24,1,5
2007,70,0,44,0,0
2010,50,1,39,0,5
2017,50,0,44,0,6
2018,50,0,74,0,5
2018,50,0,49,0,6
2006,50,1,59,1,6
2018,50,0,39,0,0
2008,50,0,44,1,6
1998,50,0,34,0,1
2007,50,0,44,0,1
2010,50,0,74,0,6
2001,100,0,20,0,5
2005,50,0,34,1,6
1995,50,1,54,0,5
2017,50,0,24,0,1
2000,50,0,39,0,1
2006,50,0,39,0,1
2006,50,0,59,0,6
1998,50,1,59,0,1
2005,50,1,39,0,5
2007,80,0,75,1,0
2010,50,1,54,0,1
2014,50,1,39,0,1
2006,90,0,59,0,1
2009,100,1,49,0,6
1998,90,0,59,0,5
2001,50,0,69,1,1
2009,120,0,34,0,5
2011,50,1,75,0,5
2018,50,0,44,0,1
1998,80,1,20,0,0
2003,50,1,34,0,0
2017,50,0,34,1,1
2016,50,0,29,0,1
2008,50,1,49,0,1
2002,40,0,69,0,1
2002,50,0,44,0,5
1999,120,0,59,0,0
2013,70,0,59,0,5
2006,100,0,44,0,0
2016,100,0,34,0,6
2004,50,1,54,0,6
2010,50,1,69,0,0
2010,70,0,75,0,6
2004,50,0,59,0,5
1996,50,0,44,0,1
2008,50,0,34,0,6
2011,50,1,24,0,6
2000,50,0,75,0,5
2007,90,1,44,0,0
2013,60,0,20,0,5
2008,120,0,49,0,0
1989,50,0,75,0,6
2002,50,0,69,0,5
2018,50,0,24,0,5
2014,50,0,75,0,6
2017,50,0,44,0,5
2015,50,1,39,0,5
1994,50,0,39,0,6
1998,50,1,49,0,0
1994,50,1,54,0,5
2014,50,1,29,0,5
1999,50,1,20,0,1
2018,50,0,59,0,1
2010,80,0,69,0,5
1999,30,1,54,0,1
1993,50,0,24,0,0
2000,50,1,39,0,1
1993,90,0,54,0,0
2016,50,0,59,0,6
2008,50,0,34,0,0
1996,50,0,59,0,0
2015,80,0,44,0,0
2000,50,0,34,0,0
2016,50,1,39,0,0
1996,50,0,49,0,0
2017,50,1,75,0,1
2010,60,0,54,0,0
2008,50,0,54,0,6
2005,50,1,34,0,0
2011,50,0,39,0,1
2019,90,0,34,0,0
2014,50,1,49,0,0
2018,50,0,69,0,6
2002,50,1,20,0,6
2005,80,1,20,0,6
1999,50,1,29,0,5
2007,50,1,49,0,5
2015,50,0,44,0,0
2010,50,1,39,0,5
2007,90,1,39,0,0
2014,120,1,29,0,5
2008,50,0,44,0,1
2009,50,0,17,0,5
2016,50,0,69,0,6
2016,50,0,49,1,0
2002,50,0,29,0,1
1994,50,1,20,0,5
2008,50,0,74,0,1
2017,50,0,49,0,1
2015,50,0,44,0,5
2007,80,0,24,0,6
2003,50,0,24,0,0
2004,50,0,54,0,1
2004,100,1,34,1,6
2017,80,1,20,0,1
2000,50,0,49,0,0
2015,120,0,39,0,6
2014,50,1,44,0,5
2004,50,1,34,0,1
2008,50,0,34,1,0
1996,50,0,74,0,6
2007,80,0,44,0,1
2008,50,0,59,0,1
2007,90,1,39,0,1
1996,80,0,75,0,6
2004,80,0,29,0,6
2017,50,0,20,1,6
2008,50,0,29,0,5
2011,50,0,74,0,6
1996,90,1,69,0,1
2015,90,1,34,0,0
2001,90,0,24,0,1
1999,50,0,20,0,6
1994,50,0,39,0,5
2003,70,0,49,0,1
1998,50,0,54,0,6
2009,50,1,34,0,5
1991,50,0,24,0,5
2005,50,0,54,0,6
1992,50,1,49,0,0
2008,50,0,34,0,6
2000,90,1,29,0,0
1996,50,0,44,0,0
2003,50,1,44,0,1
2007,50,1,44,0,5
2000,50,0,74,0,5
2018,50,0,29,1,5
2016,70,1,39,0,5
2014,50,0,44,0,0
2013,120,0,54,0,6
2004,50,0,74,0,5
2016,90,0,39,0,5
2009,50,1,34,0,1
2009,50,0,74,0,1
2015,50,1,49,0,5
1997,50,0,29,0,6
2012,50,1,49,0,5
2001,70,0,59,0,5
2016,50,0,44,0,0
1998,50,0,20,0,1
2007,120,0,49,0,1
1997,50,0,44,0,1
1991,50,0,74,0,1
2014,120,0,54,0,1
2018,80,0,39,0,1
2014,30,0,49,0,1
2007,50,0,34,0,5
1998,50,0,69,0,6
1999,50,1,49,1,0
2017,50,0,29,0,1
2010,50,0,44,1,5
2003,50,1,49,0,5
2016,50,1,69,1,5
2003,50,1,34,0,1
2006,40,0,49,0,6
2007,50,0,49,0,1
2013,50,0,20,0,1
2013,80,0,39,0,1
2002,50,0,44,0,5
1996,50,0,34,1,0
2001,90,0,44,0,1
2013,50,0,39,0,5
2007,60,0,24,0,0
2010,50,0,49,0,5
2003,50,0,69,0,0
2012,50,1,20,1,1
2005,50,1,34,1,6
2017,50,0,20,0,1
2011,50,0,39,0,6
2010,50,0,24,0,6
1998,50,0,69,0,0
1995,50,0,75,0,1
2010,50,1,74,0,1
2014,50,0,69,0,5
2009,50,0,54,0,6
2006,50,0,39,1,1
2015,50,0,54,0,5
1998,50,0,54,0,1
2008,50,1,49,0,6
2016,50,0,29,0,1
2017,50,0,49,0,5
2017,50,0,49,0,6
1992,90,1,29,0,5
2006,70,0,44,0,1
2018,50,0,59,0,6
2011,50,0,59,0,6
2012,50,0,49,1,6
2014,50,0,59,0,1
2007,90,0,44,1,5
2018,50,0,29,1,5
2009,50,0,59,0,0
1999,50,0,59,0,1
2009,50,0,54,1,6
2015,50,0,49,0,5
2013,50,0,17,0,1
2015,40,1,24,0,6
2008,120,1,49,0,1
2001,50,1,59,1,0
2008,50,1,29,1,1
2005,50,0,69,0,0
2013,50,0,24,0,0
2013,50,0,34,1,0
2014,50,0,54,0,6
1999,90,0,59,0,5
2014,50,0,59,0,5
1999,70,0,59,0,0
2010,90,0,39,0,6
2004,50,1,39,0,5
2008,50,0,59,0,5
2003,30,0,59,0,0
2010,50,1,39,0,5
2003,100,1,24,0,5
2007,50,0,49,0,6
2018,90,0,54,0,5
1996,50,0,20,0,6
1994,50,0,69,0,5
1996,50,0,44,0,5
1997,50,0,29,1,6
2016,50,1,69,0,0
2018,50,0,20,0,6
1992,50,1,49,0,0
2006,50,1,54,0,1
1990,50,0,29,0,6
2004,90,0,39,0,1
2014,50,1,44,0,1
2002,50,0,44,0,5
2005,60,0,44,0,1
2012,50,0,49,0,6
2005,50,0,54,0,1
2016,50,0,54,0,6
2006,50,0,24,0,0
2008,50,0,44,0,5
2016,50,1,24,0,6
1996,50,0,74,0,5
2013,50,1,44,0,0
1994,50,1,59,0,5
2010,80,0,49,0,0
2003,90,0,29,0,6
2016,50,1,39,0,1
2006,90,0,59,0,1
2007,50,0,29,0,0
1990,50,0,49,0,6
2016,120,0,49,0,5
2013,90,0,75,0,0
1998,60,0,44,1,5
2019,50,0,44,0,0
2012,50,0,74,0,6
2001,50,0,69,0,6
2010,50,1,20,0,5
1999,50,1,34,0,6
2016,50,0,39,0,5
2007,50,0,69,0,0
1998,50,1,39,0,6
2016,120,1,39,0,5
2008,50,0,75,0,6
1998,50,0,59,0,6
2014,50,0,54,0,5
1999,50,0,44,0,1
2018,50,1,44,0,1
2007,120,1,29,0,1
2008,80,1,39,0,1
2006,70,1,39,0,6
2002,120,1,39,0,1
2005,50,1,39,0,5
1992,50,1,59,0,5
1993,50,1,54,0,0
2001,50,1,54,0,0
1998,50,0,49,0,0
2010,120,0,44,0,5
1999,50,0,29,0,1
2017,10,0,69,0,1
2006,50,0,54,0,5
2015,80,0,34,0,5
2011,20,0,24,0,1
1999,50,1,24,0,5
1998,50,1,75,0,1
2016,120,1,34,0,6
1997,50,0,75,0,5
2013,50,0,29,1,5
2002,50,0,39,0,5
2016,50,1,24,0,5
2003,50,0,20,0,6
2017,50,0,34,0,1
2006,70,1,24,1,0
1998,90,1,44,1,6
1999,50,1,24,1,1
1996,50,0,59,0,0
2010,50,1,75,1,5
2006,30,0,49,0,0
2000,40,0,49,0,6
2008,80,0,49,0,0
2010,50,1,74,0,5
1993,50,0,54,0,5
2002,70,0,69,0,6
1988,50,0,54,0,0
2015,50,0,69,1,1
2011,50,1,74,0,0
2007,90,0,49,0,0
2017,80,0,49,0,5
2008,50,1,44,0,6
