cvAnomatricula,aVelocidadelocal,aVelocidadegeral,cvSexo,cvIdade,aSinaisLuminosos,aDiadaSemana,aTipoPiso,aTipoVias,aNumFeridosgravesa30dias,aNumFeridosligeirosa30dia
2003,50,70,0,44,0,0,0,2,50,0,1
1999,50,50,1,44,0,0,0,2,50,0,1
2007,20,50,0,49,0,6,0,2,20,0,1
2004,50,50,0,34,0,1,0,2,50,0,1
2008,30,90,0,39,0,1,0,1,30,0,1
2000,50,50,0,29,0,6,0,1,50,0,1
2000,50,50,0,75,0,0,1,2,50,0,6
2003,50,50,0,29,0,6,0,2,50,1,0
2013,50,50,0,44,0,6,0,1,50,0,1
1985,90,90,0,39,0,1,0,1,90,0,1
2015,50,50,0,17,0,5,0,2,50,0,1
2009,80,80,0,39,0,0,0,1,80,0,1
2000,50,50,1,44,0,0,0,2,50,0,2
2009,40,50,0,29,0,6,0,2,40,0,1
1991,50,50,0,34,0,5,0,2,50,0,1
2011,50,50,0,34,0,5,0,2,50,0,1
1994,50,50,1,54,0,1,0,1,50,0,1
1990,50,50,0,24,0,1,0,1,50,0,4
2008,50,50,0,44,1,6,0,2,50,0,1
2006,50,50,0,29,0,1,0,2,50,0,1
1994,50,50,1,29,0,0,0,2,50,0,1
2015,50,50,0,44,0,6,0,1,50,0,1
2008,50,50,0,24,0,6,0,2,50,0,1
1993,50,50,0,49,0,6,0,2,50,0,1
1999,120,120,0,20,0,0,0,0,120,0,1
2014,50,50,0,24,0,1,1,2,50,0,1
2010,50,50,0,39,0,1,0,1,50,0,1
2009,50,50,1,44,0,6,0,2,50,0,2
2000,50,50,0,24,0,1,0,1,50,0,1
2009,90,90,0,49,0,6,0,1,90,0,1
2009,50,90,0,39,1,0,0,1,50,0,1
2005,50,50,0,59,0,1,0,2,50,0,2
2014,50,50,1,44,0,5,0,2,50,0,3
1995,50,50,0,74,0,0,1,2,50,0,0
2004,50,50,1,49,0,0,0,2,50,0,1
2001,50,50,0,59,0,1,0,2,50,0,3
1998,90,90,1,20,0,0,0,1,90,0,1
1997,90,90,1,44,0,1,0,1,90,0,2
1998,50,50,1,54,0,1,0,2,50,0,3
1997,50,50,1,24,0,1,0,1,50,0,1
2001,50,50,0,49,0,6,0,1,50,0,3
2008,50,50,0,29,0,1,0,1,50,0,1
2013,50,90,0,59,0,6,0,1,50,0,1
2006,50,50,0,39,0,0,0,1,50,0,1
1995,50,50,1,34,0,5,0,2,50,0,1
2004,50,50,1,49,0,1,0,2,50,0,1
2007,50,90,1,54,1,5,0,1,50,0,2
2011,50,50,0,34,0,6,0,2,50,0,2
2011,50,50,0,49,0,5,0,2,50,0,1
2000,50,50,1,54,0,6,0,2,50,1,0
2010,90,90,1,29,0,6,0,2,90,0,1
2006,50,50,0,39,1,5,0,2,50,0,2
2009,50,50,0,75,0,5,0,2,50,0,1
2012,50,50,0,39,0,6,0,2,50,0,1
2008,50,50,1,44,1,1,0,1,50,0,1
1996,120,120,0,34,0,6,0,0,120,0,2
2005,90,90,0,39,0,6,0,1,90,0,1
2009,50,50,1,54,1,6,0,2,50,0,2
2014,50,50,0,59,0,1,0,2,50,0,1
2013,120,120,0,24,0,6,0,0,120,0,1
2001,50,50,1,39,0,5,0,2,50,0,1
1998,50,50,1,54,0,5,0,2,50,0,1
2009,50,90,0,49,0,1,0,2,50,0,1
1988,50,50,1,20,0,6,0,2,50,0,1
2007,50,90,1,34,0,5,0,1,50,0,3
2005,70,70,1,34,0,0,0,1,70,0,1
2003,50,50,0,39,0,6,0,1,50,0,1
1997,50,50,0,59,0,6,0,1,50,0,2
2009,50,50,0,75,0,5,0,2,50,0,2
2001,50,90,0,24,0,5,0,1,50,0,1
1999,90,90,0,44,0,0,0,1,90,1,0
2010,50,50,0,34,0,6,0,1,50,0,1
2014,50,50,0,34,0,5,0,2,50,0,1
2004,50,50,0,34,0,6,0,2,50,0,2
2010,50,50,0,34,0,1,0,2,50,0,1
2005,50,50,0,74,0,5,0,2,50,0,1
1991,90,90,0,75,0,6,0,1,90,0,0
1990,60,120,0,39,1,5,0,0,60,1,0
1996,50,50,1,59,0,1,0,1,50,0,1
1994,50,50,1,49,0,6,0,1,50,0,1
2007,50,50,0,39,0,0,0,1,50,0,1
2012,50,50,0,34,0,5,0,1,50,0,4
2003,100,100,0,34,0,0,0,1,100,0,1
2014,50,50,0,24,0,0,0,2,50,0,1
2004,50,50,1,20,0,5,0,2,50,0,2
2000,50,50,0,29,0,5,1,2,50,0,1
2005,80,80,0,54,0,6,0,2,80,0,1
0,50,50,0,39,0,1,0,1,50,0,1
1998,90,90,0,20,0,6,0,1,90,0,0
1984,50,50,0,54,0,5,0,2,50,0,2
2003,50,50,1,54,0,1,0,2,50,0,1
2000,90,90,0,54,0,1,0,1,90,0,2
2003,50,50,0,44,0,0,0,0,50,0,3
2003,50,50,1,44,0,5,0,1,50,0,1
1997,50,50,0,29,0,1,0,2,50,0,1
1997,50,50,1,24,0,5,0,2,50,0,4
2005,50,50,1,39,0,1,0,1,50,0,2
1992,50,50,0,44,0,6,0,1,50,0,1
1993,90,120,0,20,0,6,0,0,90,0,1
2002,50,50,0,34,0,6,0,2,50,0,1
2004,50,50,1,39,0,5,0,2,50,0,1
2001,120,120,0,24,0,6,0,0,120,0,1
1997,50,50,0,49,0,1,0,2,50,0,2
2003,50,50,0,20,0,6,0,2,50,0,1
1996,50,50,0,69,0,1,1,2,50,0,1
2000,50,50,0,20,0,5,0,2,50,1,0
2000,50,50,0,49,0,1,0,2,50,0,1
1999,90,90,0,44,0,0,0,1,90,0,2
1991,50,50,0,39,0,5,0,1,50,0,2
2003,50,50,0,29,0,6,0,2,50,0,1
2004,90,90,1,34,0,1,0,1,90,0,1
1999,50,50,0,59,0,5,0,2,50,0,1
1996,50,50,0,69,0,1,0,1,50,0,2
2015,50,50,0,39,0,6,0,2,50,0,1
1997,90,90,1,39,0,6,0,1,90,0,1
2014,50,50,0,34,0,6,0,2,50,0,1
2010,50,50,0,34,0,5,0,2,50,1,0
1998,50,50,0,29,0,5,0,1,50,0,1
2015,50,50,0,49,0,0,0,1,50,0,1
2007,50,50,0,75,0,5,0,2,50,0,1
2007,50,50,1,20,0,0,0,2,50,0,1
2013,50,50,0,44,1,6,0,2,50,0,2
1994,50,50,0,75,0,6,0,1,50,0,2
2001,90,90,1,34,0,6,0,1,90,0,1
2001,100,120,1,49,0,5,0,0,100,0,1
1993,100,100,0,39,0,0,0,1,100,0,1
2008,50,50,0,29,0,0,0,2,50,0,1
2014,50,50,1,44,0,0,0,1,50,0,1
2004,50,50,0,69,0,0,0,2,50,0,1
2002,50,50,1,24,0,0,0,1,50,0,2
1999,50,50,1,54,0,6,0,2,50,0,1
1990,50,50,0,29,0,6,0,2,50,0,1
2013,50,50,0,29,0,6,0,2,50,0,1
1998,50,50,0,34,0,5,0,2,50,0,1
1998,50,50,1,20,0,1,1,2,50,0,1
2009,50,50,0,69,0,5,0,2,50,0,1
2003,50,50,1,39,0,6,0,2,50,0,1
2012,50,50,0,44,0,0,0,2,50,0,1
2008,50,50,1,34,1,1,0,2,50,0,1
2012,50,50,0,24,0,5,0,2,50,0,1
2004,50,50,0,39,1,5,0,1,50,0,1
2000,50,50,0,75,0,6,0,2,50,0,1
2001,50,50,0,69,0,1,0,2,50,0,1
2013,40,40,0,20,0,5,0,2,40,0,1
1999,70,90,1,39,1,0,0,1,70,0,1
2012,50,50,0,20,1,5,0,2,50,0,1
2010,50,50,0,29,0,1,0,2,50,0,0
2000,90,90,1,39,0,1,0,1,90,0,1
2001,50,50,0,34,0,1,0,2,50,0,2
2000,50,90,0,69,0,0,0,1,50,0,1
2004,50,50,0,75,0,1,0,2,50,0,1
2011,50,50,0,69,0,1,0,1,50,0,2
2005,50,70,0,75,0,5,0,1,50,0,1
2009,50,50,0,44,0,0,0,2,50,0,1
1996,50,50,1,49,0,6,0,1,50,0,1
2010,50,50,1,34,0,6,0,1,50,0,1
2007,50,50,0,29,0,1,0,2,50,0,1
1995,50,50,0,74,0,6,0,2,50,1,0
1995,50,50,0,59,0,5,0,2,50,0,1
1997,50,50,0,59,1,6,0,2,50,0,1
2008,50,50,0,44,0,5,0,2,50,0,2
0,50,50,1,74,0,6,0,2,50,0,1
2007,90,90,0,39,0,6,0,1,90,1,3
2000,50,50,0,49,0,1,0,2,50,0,1
1996,50,50,0,69,0,5,0,2,50,0,1
2001,90,90,1,74,0,1,0,1,90,0,1
1990,50,50,0,20,0,1,0,2,50,0,1
1991,50,50,0,29,0,6,0,2,50,0,2
2001,50,90,0,75,0,0,0,1,50,0,2
2004,90,90,1,39,0,6,0,1,90,0,2
2001,90,90,1,54,0,0,0,1,90,0,1
2006,90,90,1,29,0,0,0,1,90,0,2
2001,30,30,0,24,0,1,0,2,30,0,1
2005,50,50,0,44,0,1,0,1,50,0,2
2014,120,120,0,34,0,1,0,0,120,0,1
1998,50,50,1,44,0,1,1,2,50,0,1
2010,120,120,0,54,0,6,0,0,120,0,2
2010,50,50,0,39,0,6,0,2,50,0,1
2009,120,120,0,29,0,1,0,0,120,0,1
2009,90,90,0,54,0,0,2,6,90,1,0
1998,50,50,0,59,0,5,0,1,50,0,1
1999,50,90,0,39,1,6,0,1,50,0,2
1988,50,50,1,59,0,5,0,2,50,0,1
1990,50,50,0,24,0,0,0,1,50,0,2
1997,50,50,1,39,0,5,1,2,50,0,1
2015,50,50,0,59,0,1,0,2,50,0,1
2013,50,50,0,59,0,6,0,1,50,0,1
2009,50,50,0,24,1,0,0,2,50,0,1
2009,50,50,1,54,0,1,0,1,50,0,1
1996,50,50,1,74,0,5,0,2,50,0,2
1993,50,50,1,24,0,6,0,2,50,0,1
2000,50,50,1,49,0,5,0,2,50,0,3
2001,50,50,0,59,0,0,0,2,50,0,2
2006,50,50,0,54,0,1,0,2,50,0,1
1992,50,50,0,74,0,5,0,1,50,0,1
2008,90,90,0,54,0,6,0,1,90,0,1
1995,50,50,0,69,0,6,0,2,50,0,1
1999,50,50,0,29,0,5,0,2,50,0,1
1996,80,80,1,39,0,0,0,1,80,0,1
1999,90,90,1,24,0,0,0,1,90,0,2
2013,120,120,0,29,0,0,0,0,120,0,1
2001,50,50,1,29,0,6,0,2,50,0,1
2010,50,50,1,69,0,6,0,2,50,0,1
1999,50,50,0,39,0,5,0,1,50,1,0
2009,120,120,0,34,0,0,0,0,120,0,1
1995,50,50,0,34,0,1,1,2,50,0,2
1993,50,50,1,69,0,5,0,2,50,0,1
1975,50,50,0,75,0,1,0,2,50,0,1
2000,50,50,0,24,0,5,0,2,50,0,1
2008,90,90,0,39,0,1,0,1,90,0,2
2008,50,50,0,20,0,0,0,2,50,1,2
2009,120,120,1,49,0,1,0,0,120,0,1
1992,50,50,0,24,0,1,0,2,50,0,1
1996,50,50,0,24,0,0,0,2,50,0,1
1995,120,120,1,29,0,6,0,0,120,0,1
2015,50,50,0,29,0,0,0,2,50,0,1
2007,50,50,0,75,0,0,0,2,50,0,1
2012,70,90,1,24,0,1,0,1,70,0,1
2007,50,50,0,34,0,5,0,2,50,0,1
2000,90,90,0,49,0,5,0,1,90,1,0
2005,50,50,0,44,0,1,0,1,50,0,1
1992,50,50,0,20,0,0,0,2,50,0,1
2016,50,50,0,29,0,1,0,2,50,0,1
2012,50,50,0,17,0,5,0,2,50,0,1
2015,50,50,0,44,0,5,0,2,50,0,1
1997,50,50,1,24,0,5,0,1,50,0,1
1998,120,120,1,34,0,5,0,0,120,0,1
2007,50,90,1,49,0,5,0,1,50,0,3
2009,50,50,0,59,1,0,0,2,50,0,1
1998,120,120,0,59,0,1,0,0,120,0,1
2007,50,50,1,49,0,5,0,1,50,0,1
2008,50,50,0,49,0,5,0,1,50,0,1
2014,50,50,0,44,1,6,0,1,50,0,1
2013,50,50,0,49,0,1,0,1,50,0,1
1995,50,50,1,29,0,5,0,2,50,0,1
2008,90,90,1,49,0,1,0,1,90,0,1
2000,50,50,1,20,0,0,0,2,50,0,1
2007,50,50,0,44,0,0,0,1,50,0,1
2008,50,50,0,69,0,1,0,1,50,0,2
2013,50,50,0,29,1,0,0,2,50,0,1
1989,40,90,0,74,0,6,0,1,40,0,1
2007,50,50,0,24,0,6,0,2,50,1,0
2011,50,50,0,74,0,0,0,2,50,0,1
2000,50,50,0,39,0,0,0,2,50,0,1
1989,50,50,0,20,0,6,0,2,50,0,1
1997,50,50,0,20,1,1,0,2,50,0,2
1999,50,50,0,24,0,0,0,2,50,0,6
1991,50,50,0,39,0,6,0,2,50,0,1
2007,50,50,0,29,1,5,0,1,50,0,1
2009,50,50,0,29,0,0,0,1,50,0,1
2013,120,120,0,59,0,1,0,0,120,0,1
2015,50,50,0,39,1,6,0,2,50,0,1
2005,50,50,0,69,0,6,0,2,50,0,3
2002,50,50,1,34,0,5,0,2,50,0,2
2002,120,120,0,24,0,1,0,0,120,0,2
2000,50,50,0,24,0,1,0,1,50,0,1
2007,50,50,1,44,0,5,0,2,50,0,1
1997,90,90,1,29,0,1,0,1,90,0,1
2000,50,50,1,24,0,5,0,2,50,0,1
1997,50,50,0,69,0,1,0,2,50,0,1
1996,50,50,0,49,0,5,0,2,50,0,1
1994,50,90,0,44,0,5,0,1,50,0,1
2015,90,90,0,49,0,0,0,1,90,0,1
2003,50,50,1,59,0,5,0,2,50,0,1
2007,100,100,0,39,0,0,0,0,100,0,1
2010,70,120,0,34,0,6,0,0,70,0,1
1997,50,50,0,20,0,5,0,2,50,0,1
2005,80,80,0,44,0,6,0,1,80,0,1
1998,50,50,1,49,0,5,0,2,50,0,2
2003,50,50,0,34,0,1,0,2,50,0,1
2003,50,50,1,44,0,0,0,2,50,0,1
1999,50,50,0,75,0,1,0,2,50,0,1
2006,100,120,1,39,0,6,0,0,100,0,1
1999,70,70,0,44,0,1,0,1,70,0,2
1992,50,50,1,24,0,5,0,2,50,0,1
0,50,50,0,59,0,5,0,1,50,0,0
0,50,50,0,59,0,0,0,1,50,0,1
1991,50,50,0,69,0,6,0,2,50,0,1
2015,50,50,1,54,0,0,0,2,50,0,3
1994,70,120,0,29,0,6,0,2,70,0,1
1996,50,50,0,69,0,0,0,2,50,0,1
2007,50,50,0,39,0,0,0,2,50,0,2
1999,50,50,1,75,0,6,0,2,50,1,2
1994,120,120,0,24,0,0,0,0,120,0,5
1996,50,50,0,54,0,0,0,2,50,0,4
1995,50,50,0,34,0,6,0,2,50,0,1
2004,50,50,1,54,0,5,0,2,50,0,2
2010,50,50,0,54,0,5,1,2,50,0,1
2005,50,50,0,39,0,6,0,2,50,0,1
2005,50,50,0,44,0,1,0,2,50,0,1
2008,50,50,0,39,0,6,0,2,50,1,0
1991,80,100,0,20,0,0,0,1,80,0,1
2003,90,90,0,75,0,5,0,1,90,0,1
2015,50,50,1,20,0,5,0,2,50,0,1
2005,50,50,0,74,0,5,0,1,50,0,1
2010,50,50,1,39,0,6,0,2,50,0,2
2010,90,90,1,24,0,6,0,1,90,0,1
2009,50,50,1,24,0,5,0,2,50,0,1
2010,100,100,0,49,0,6,0,0,100,0,2
2001,50,50,1,49,0,5,0,1,50,0,2
1996,50,90,0,69,1,0,0,1,50,0,3
2006,50,50,1,54,0,1,0,2,50,0,1
2001,50,50,0,29,0,6,0,2,50,0,1
1990,50,50,0,75,0,5,0,1,50,0,1
2010,50,50,1,54,0,5,1,2,50,0,1
2007,50,50,0,29,0,6,0,2,50,0,1
2002,50,50,0,59,0,5,0,1,50,0,2
2004,50,50,0,29,0,0,0,1,50,0,1
2010,50,50,0,69,0,5,0,2,50,0,1
2010,50,50,0,29,0,1,0,2,50,0,1
1999,50,50,0,24,0,0,0,1,50,1,1
1990,70,50,1,44,0,0,0,1,70,0,1
2003,90,90,1,24,0,0,0,1,90,1,0
1999,50,50,1,49,0,5,0,1,50,0,2
2011,50,50,0,54,0,0,0,2,50,0,1
2005,120,120,1,39,0,0,0,0,120,0,3
2007,50,50,1,34,1,0,0,2,50,0,1
2007,50,50,0,39,0,1,0,2,50,0,4
1999,50,50,0,54,0,6,2,2,50,0,1
0,50,50,0,34,0,1,0,2,50,1,1
2000,90,90,1,24,0,0,0,1,90,2,4
2005,50,50,0,54,0,6,1,2,50,0,1
2005,50,50,0,39,0,0,0,2,50,0,1
2002,100,120,0,24,0,0,0,0,100,0,1
2000,50,50,0,39,0,0,0,2,50,0,1
2011,50,50,0,29,0,6,0,2,50,0,1
2009,50,50,0,39,0,5,0,2,50,0,1
2008,50,50,0,74,0,1,2,6,50,0,2
2003,50,50,1,49,0,6,0,2,50,0,1
2007,50,50,0,54,0,1,0,2,50,0,4
2015,50,50,1,44,0,5,0,2,50,0,1
1988,50,50,0,49,0,1,0,2,50,0,1
2003,50,50,1,20,0,1,0,1,50,0,2
2011,90,90,1,29,0,6,0,0,90,0,1
0,50,50,1,20,0,1,0,2,50,0,1
2009,120,120,0,49,0,1,0,0,120,0,2
1996,50,50,1,24,0,1,0,1,50,0,2
2007,120,120,0,69,0,1,0,0,120,0,1
1998,80,80,0,20,0,1,0,1,80,0,1
2000,50,50,0,69,0,0,0,2,50,0,2
2012,120,120,0,75,0,0,0,0,120,0,2
1991,90,90,0,44,0,6,0,1,90,0,2
2010,50,50,1,44,0,5,0,1,50,0,4
1992,50,50,0,39,0,1,0,2,50,0,1
2007,50,50,1,54,0,0,0,2,50,0,1
2008,50,50,0,34,0,6,0,2,50,0,1
2010,50,90,1,29,1,6,0,1,50,0,4
2000,60,120,0,44,0,6,0,0,60,0,1
2008,50,50,0,24,0,5,0,2,50,1,0
1996,50,50,1,29,0,5,0,2,50,0,1
2010,50,50,1,34,0,6,0,2,50,0,2
2005,40,90,1,39,0,1,0,6,40,0,1
1996,50,50,1,29,0,5,1,2,50,0,1
1999,50,50,1,29,0,0,0,1,50,0,2
2009,50,50,0,44,0,0,0,2,50,0,2
2006,120,120,0,24,0,5,0,0,120,0,2
1994,50,50,0,44,0,6,0,1,50,0,1
1990,50,50,0,59,0,1,0,2,50,0,1
2001,80,80,0,49,0,5,0,2,80,0,1
1997,50,50,0,44,0,5,0,1,50,0,1
2006,50,50,1,34,0,6,0,1,50,0,1
2004,50,50,1,34,0,6,0,2,50,0,2
2007,50,50,0,39,0,1,0,1,50,0,0
2015,120,120,0,74,0,5,0,0,120,0,2
1999,90,90,0,59,0,6,0,1,90,0,1
1990,50,50,0,29,0,5,0,2,50,0,1
2005,50,50,1,54,0,6,0,2,50,0,1
1996,70,70,1,34,0,1,0,1,70,0,1
2001,50,90,0,44,0,0,0,1,50,0,1
2012,50,90,0,34,0,6,2,6,50,1,0
2013,50,50,0,24,1,0,0,2,50,0,1
2009,50,50,0,75,0,1,0,2,50,0,1
2004,90,90,1,39,0,1,0,0,90,0,1
1996,30,30,0,59,0,6,1,2,30,0,1
1996,50,50,0,20,0,5,0,2,50,0,2
1996,50,50,0,34,0,6,0,2,50,0,2
2005,60,90,1,44,0,6,0,1,60,0,1
1998,50,50,0,34,0,1,0,2,50,0,1
1998,120,120,0,49,0,5,0,0,120,0,1
1998,50,50,0,44,0,0,0,2,50,0,1
1994,70,70,1,29,0,5,0,1,70,0,1
1996,90,90,0,39,0,5,0,1,90,0,1
2006,50,50,0,59,0,6,0,1,50,1,1
2004,50,50,0,59,0,5,0,1,50,0,2
1998,100,120,0,49,0,5,0,0,100,0,1
1996,30,50,1,44,0,1,0,2,30,0,1
1998,50,50,0,39,0,6,0,2,50,0,1
1996,50,90,1,24,0,5,0,1,50,0,1
2005,120,120,0,29,0,5,0,1,120,0,1
2007,50,50,1,20,0,5,0,2,50,0,1
2007,50,50,1,34,0,5,0,1,50,0,2
2001,50,50,0,54,0,1,0,6,50,0,2
2016,90,90,1,29,0,6,2,6,90,0,1
2004,50,50,1,29,1,1,0,2,50,0,1
2005,50,50,0,24,0,5,0,2,50,0,1
1999,50,50,0,75,0,0,0,2,50,1,0
2014,50,50,0,74,0,6,0,2,50,0,1
2007,50,50,1,24,0,1,0,2,50,0,1
1994,50,50,0,59,0,0,1,2,50,0,1
2003,120,120,0,29,0,5,0,0,120,0,1
1990,30,30,0,34,0,6,0,1,30,0,1
1997,50,50,0,20,0,0,0,2,50,0,1
1999,50,50,0,29,0,0,0,1,50,0,1
1999,50,50,0,54,0,0,0,2,50,0,2
2000,40,50,0,24,0,5,0,1,40,0,1
2004,50,50,0,34,0,6,0,2,50,0,1
1997,90,90,1,44,0,5,0,1,90,0,1
2012,50,50,1,34,0,1,0,2,50,0,1
2002,60,90,1,24,0,5,0,1,60,0,2
2000,50,50,0,29,0,5,1,2,50,0,1
2009,50,50,0,69,0,1,0,2,50,0,3
1999,50,50,0,75,0,1,0,2,50,0,1
1998,50,50,0,39,0,1,0,2,50,0,1
2001,50,50,0,34,0,1,0,2,50,0,1
1991,50,50,0,29,0,0,0,2,50,0,1
2004,50,50,0,34,0,6,0,2,50,0,1
1998,50,50,0,54,0,1,0,2,50,1,2
1996,50,50,0,39,0,5,0,2,50,0,1
1996,50,50,0,34,0,0,0,2,50,0,1
1996,50,50,0,49,0,0,0,2,50,0,4
2009,70,90,0,54,0,0,0,1,70,0,6
1992,50,50,0,69,0,6,0,2,50,0,2
2012,90,90,0,54,0,0,0,1,90,0,1
2000,50,50,1,20,0,1,0,2,50,0,4
1997,50,50,1,24,1,5,0,2,50,0,1
2007,50,50,0,49,0,6,0,2,50,0,1
1995,50,50,0,34,1,5,0,2,50,0,2
1998,50,50,0,24,0,5,0,2,50,0,1
1999,50,50,0,75,0,6,2,2,50,0,2
1991,50,50,1,44,0,0,0,2,50,0,3
2013,50,50,0,29,0,6,0,2,50,0,1
2003,50,50,0,59,0,6,0,2,50,0,1
2006,50,90,0,75,0,6,0,1,50,0,1
1997,50,50,1,44,0,1,0,1,50,0,1
2004,50,50,1,49,0,5,0,2,50,0,1
2010,50,50,0,24,0,1,0,2,50,0,3
2002,120,120,0,75,0,0,0,0,120,0,1
2000,50,50,1,39,0,0,0,2,50,0,1
2000,50,90,0,29,1,6,0,1,50,0,1
2005,90,90,0,49,0,0,0,1,90,0,1
2011,90,90,0,44,0,1,0,1,90,0,1
2002,50,50,0,39,0,1,0,2,50,0,1
2004,50,50,0,39,0,1,0,2,50,0,2
2015,50,50,1,44,0,1,0,2,50,0,1
2010,50,90,1,34,0,5,0,1,50,0,2
2006,50,50,0,59,0,5,0,1,50,0,1
2004,50,50,0,44,0,1,0,2,50,0,1
2000,50,50,1,39,0,5,0,1,50,0,1
1994,50,50,1,29,0,6,0,2,50,0,1
2001,90,90,0,29,0,0,0,1,90,0,2
2016,50,50,0,54,0,6,0,2,50,0,1
2006,90,90,1,29,0,5,0,1,90,1,0
1988,50,50,0,59,0,5,0,2,50,0,0
2016,50,50,0,59,0,5,0,2,50,0,1
2008,50,90,0,44,0,5,0,1,50,0,1
2010,50,50,0,24,1,6,0,2,50,0,1
2010,90,90,0,49,0,0,0,1,90,1,0
2000,50,50,0,20,0,5,0,6,50,0,2
2006,50,50,0,29,0,0,0,1,50,0,2
2010,50,50,0,44,0,5,0,1,50,0,1
1996,50,50,0,44,0,0,0,2,50,0,1
1986,50,50,0,74,0,0,0,1,50,0,1
2004,70,70,1,34,0,6,0,1,70,0,1
2000,50,50,1,44,0,1,0,2,50,0,1
1994,50,50,0,34,0,5,0,2,50,0,1
1986,50,50,0,69,0,6,2,2,50,0,1
2008,50,50,0,54,0,0,0,2,50,0,1
2002,50,50,1,24,0,1,0,1,50,0,1
2009,50,50,1,59,0,6,0,1,50,0,1
2009,50,50,0,59,0,0,0,2,50,0,1
2014,50,50,0,24,0,1,0,2,50,0,1
1992,50,50,0,29,0,6,0,1,50,0,1
1967,50,50,0,54,0,0,0,2,50,0,1
2013,50,50,0,39,0,1,0,2,50,0,1
1998,50,50,0,44,0,6,0,2,50,0,1
2014,120,120,1,24,0,1,0,0,120,0,2
2003,50,50,1,54,0,1,0,2,50,0,2
1996,50,50,0,59,0,1,0,2,50,0,1
2003,50,50,1,29,0,0,0,6,50,0,1
2016,50,50,0,44,1,6,0,2,50,0,1
2004,50,50,1,44,0,5,0,2,50,0,1
2012,50,50,0,49,0,1,0,2,50,0,2
1997,50,50,0,49,0,6,0,2,50,0,1
2000,50,50,1,54,1,5,0,1,50,0,1
1999,90,90,0,75,0,5,0,1,90,0,1
2007,90,90,0,54,0,0,0,1,90,0,1
2004,50,50,0,54,0,5,0,2,50,0,1
2010,50,50,1,24,0,5,0,1,50,0,1
1996,120,120,1,24,0,1,0,0,120,0,1
2015,50,50,1,59,0,5,0,2,50,0,1
2011,50,50,0,49,0,1,0,1,50,0,1
2016,90,90,0,39,0,0,2,6,90,0,1
2015,50,50,0,75,0,6,0,1,50,0,1
2009,50,50,1,69,0,1,0,2,50,0,1
2009,70,90,0,49,0,5,0,1,70,0,1
2004,60,90,0,24,0,6,0,1,60,0,2
2012,50,50,0,75,1,1,0,1,50,0,3
1998,50,50,0,20,0,0,0,2,50,0,3
1998,50,50,0,39,0,6,1,2,50,0,1
2004,50,50,0,59,0,0,0,1,50,0,1
2006,50,50,1,44,0,0,0,2,50,0,1
2015,50,50,0,39,0,5,0,2,50,0,1
1999,50,50,0,49,0,5,0,2,50,0,1
2003,50,50,1,24,0,6,0,2,50,0,1
2005,40,40,0,24,0,0,0,2,40,0,1
2013,50,50,0,39,0,6,0,2,50,0,1
1998,50,50,0,44,0,6,0,1,50,0,1
2005,50,50,1,49,0,6,0,2,50,0,2
2014,50,50,0,29,0,6,0,2,50,0,1
2010,50,50,1,49,0,1,0,2,50,0,1
2003,50,50,0,54,0,5,0,2,50,0,2
2005,50,50,1,44,0,5,0,2,50,0,1
2000,50,50,0,69,0,0,0,2,50,0,1
2010,50,50,0,29,0,5,0,2,50,0,1
2012,90,120,0,39,0,5,0,0,90,0,1
2005,50,50,0,74,1,0,0,2,50,1,0
2007,50,50,0,20,0,0,2,1,50,0,1
1998,50,50,1,39,0,1,0,2,50,0,2
2002,50,50,0,29,0,1,0,2,50,0,1
2000,100,120,0,24,0,0,0,0,100,1,0
2016,50,90,0,20,0,1,0,1,50,0,2
2002,100,120,0,49,0,6,0,0,100,0,1
2012,50,50,0,20,0,5,0,1,50,0,1
2010,50,50,1,29,0,6,0,1,50,0,1
2007,50,50,1,59,0,5,0,2,50,0,2
2015,50,50,1,49,0,5,0,1,50,0,2
2008,50,50,1,44,0,5,0,2,50,0,1
2016,50,50,0,24,0,6,0,2,50,0,2
1988,50,50,1,20,0,5,0,2,50,0,1
2014,50,50,1,49,0,5,0,2,50,0,1
2006,50,50,1,49,0,0,0,2,50,0,2
1975,50,50,0,49,0,5,0,2,50,0,2
2016,50,50,1,59,0,5,0,1,50,0,1
1971,50,90,0,74,0,0,0,1,50,0,1
2016,50,50,0,44,0,5,0,2,50,0,1
2011,30,50,0,24,0,1,0,2,30,0,1
2013,50,50,0,29,0,5,0,2,50,0,1
1997,50,50,0,34,0,5,0,2,50,0,2
2003,100,120,0,54,0,5,0,0,100,0,1
2002,50,50,0,29,0,0,0,2,50,0,1
2016,50,50,0,59,0,5,0,2,50,0,1
2000,30,50,1,44,0,0,0,2,30,0,1
1999,50,50,0,49,0,6,0,2,50,0,1
2005,50,50,1,54,0,6,0,2,50,0,1
2003,100,120,1,20,0,0,0,0,100,0,2
2011,50,50,0,24,0,0,0,2,50,0,1
1985,70,90,0,75,0,6,0,1,70,0,1
2000,50,50,0,75,0,0,0,2,50,1,1
1976,50,90,0,74,0,0,0,1,50,0,1
2015,50,50,0,34,0,1,0,1,50,0,1
2015,50,50,0,44,0,6,0,2,50,0,1
2014,90,90,0,74,0,5,0,1,90,0,1
1988,50,50,0,29,0,6,0,2,50,0,1
2003,50,50,1,29,0,0,0,2,50,1,0
2007,90,120,0,54,0,5,0,0,90,0,1
