cvAnomatricula,aVelocidadelocal,cvSexo,cvIdade
2008,50,1,49
2016,50,0,29
2005,50,1,39
2017,50,0,49
2017,50,0,49
2007,50,1,39
1992,90,1,29
2006,70,0,44
2018,50,0,59
2011,50,0,59
2005,50,1,20
2012,50,0,49
2014,50,0,59
2007,90,0,44
2013,50,0,29
2018,50,0,29
2011,50,0,17
1992,50,0,44
2009,50,0,59
1999,50,0,59
2009,50,0,54
2015,50,0,49
2006,50,0,49
2008,50,1,49
2013,50,0,17
2015,40,1,24
2008,120,1,49
2008,50,0,24
2000,70,0,54
2006,50,0,59
2001,50,1,59
2018,90,0,24
2018,40,1,24
2008,50,1,29
2005,50,0,69
2013,50,0,24
2013,50,0,34
2014,50,0,54
1999,90,0,59
2013,50,1,54
2017,50,0,75
2014,100,1,69
2014,50,0,59
1999,70,0,59
2012,50,0,69
2010,90,0,39
2002,80,0,59
2008,50,1,54
2004,50,1,39
2008,50,0,59
2003,30,0,59
2010,60,1,29
2018,50,0,74
2010,50,1,39
2007,80,1,49
2003,100,1,24
2007,50,0,49
2007,40,1,49
2018,90,0,54
2013,50,0,44
1996,50,0,20
1994,50,0,69
1996,50,0,44
1997,50,0,29
2016,50,1,69
2015,50,1,69
2018,50,0,20
1992,50,1,49
2006,50,1,54
2009,50,0,74
1990,50,0,29
2009,50,1,34
2006,50,1,59
2013,50,1,54
2004,90,0,39
1992,50,1,59
1999,50,0,54
2014,50,1,44
2002,50,0,44
2005,60,0,44
2012,50,0,49
2005,50,0,54
2016,50,0,54
2006,50,0,24
2008,50,0,44
2002,50,1,44
2016,50,1,24
1996,50,0,74
2013,50,1,44
2005,50,1,34
2007,50,0,59
2002,50,1,49
1994,50,1,59
2010,80,0,49
2003,90,0,29
2016,50,1,39
2006,90,0,59
2010,50,0,29
2007,50,0,29
2011,90,0,24
1996,50,1,20
2005,50,1,49
2009,50,0,20
1990,50,0,49
2007,50,0,24
2016,120,0,49
2013,90,0,75
2010,90,1,59
1998,60,0,44
2019,50,0,44
2008,90,1,49
2012,50,0,74
2010,50,1,29
2006,50,0,34
2001,50,0,69
2010,50,1,20
2017,50,0,29
1998,50,0,29
1999,50,1,34
2016,50,0,39
2016,70,1,59
1997,50,0,44
1995,50,1,54
2007,50,0,69
1998,50,1,39
2016,120,1,39
2008,50,0,75
2013,90,0,17
1998,50,0,59
2003,50,0,75
2014,50,0,54
1992,50,0,75
2012,30,0,29
1999,50,0,44
2018,50,1,44
2007,120,1,29
2018,90,1,44
2009,50,0,54
2014,50,0,24
2008,80,1,39
2006,70,1,39
2002,120,1,39
1997,50,0,24
2005,50,1,39
1992,50,1,59
2007,50,1,49
1993,50,1,54
2001,50,1,54
1998,50,0,49
2010,120,0,44
1999,50,0,29
2017,10,0,69
2007,50,1,75
2006,50,0,54
2015,80,0,34
2006,90,0,29
2011,20,0,24
2014,50,1,29
2018,50,0,39
1999,50,1,24
1994,50,0,44
2008,50,0,24
1998,50,1,75
2016,120,1,34
1997,50,0,75
2013,50,0,29
2008,60,0,29
2004,50,1,74
2002,50,0,39
2016,50,1,24
2003,50,0,20
2002,70,1,49
2017,50,0,34
2006,70,1,24
2012,90,1,29
1998,90,1,44
2017,50,1,29
1999,50,1,24
2004,40,1,69
1990,50,0,75
1996,50,0,59
2010,50,1,75
2017,50,0,54
2006,30,0,49
2000,40,0,49
2008,80,0,49
2002,50,0,39
2010,50,1,74
1993,50,0,54
2002,70,0,69
1988,50,0,54
1992,50,0,39
2015,50,0,69
2011,50,1,74
2003,50,1,39
1992,50,0,75
2011,90,0,29
2007,90,0,49
2017,80,0,49
2008,50,1,44
2018,50,0,20
1995,50,0,75
2012,50,0,44
2001,50,1,44
2013,50,1,29
2010,50,0,39
1989,50,0,49
2016,50,0,69
2014,50,0,74
1997,50,0,39
2013,50,1,74
2000,50,0,44
2018,50,0,34
2004,100,0,29
1998,50,0,54
2015,90,0,54
2016,60,1,24
2005,50,0,34
2016,50,0,34
2014,50,1,39
2011,50,0,44
2006,120,0,39
2018,90,0,54
2014,80,0,74
2012,50,0,24
2008,50,0,20
2014,50,1,24
1996,50,0,75
2017,50,0,54
2007,50,1,20
2018,50,0,29
2011,50,1,29
2018,50,0,44
1997,50,1,54
2006,50,1,59
2015,50,0,34
2005,50,0,34
2001,90,0,44
1988,50,0,24
1994,50,0,29
2016,50,0,34
2012,50,0,49
1995,50,1,59
2006,50,1,59
2005,90,0,44
2017,90,0,34
2008,50,0,49
2011,70,1,24
2003,50,0,59
1996,50,1,39
2014,50,0,39
1998,50,0,59
2018,50,1,54
2007,50,0,44
1989,50,0,74
2004,50,0,74
1999,50,0,59
2012,50,0,39
2018,120,0,39
2016,50,1,49
2014,50,0,29
2003,50,0,39
2002,90,0,69
2012,50,1,24
1999,50,0,44
2005,50,1,69
2005,50,1,34
1969,90,0,29
2003,50,1,59
2006,90,1,49
2001,90,0,29
2016,50,1,44
2016,120,0,39
2002,50,1,20
2009,50,0,29
2012,50,0,39
2013,50,0,54
2016,50,1,24
2006,50,0,75
2013,50,0,54
2015,50,1,39
2001,50,0,59
2013,50,0,54
2006,50,0,54
1999,50,0,49
2000,50,0,34
2017,50,1,44
2014,50,0,49
2001,50,0,59
2016,120,1,24
2008,50,0,24
2001,80,0,24
2009,50,1,59
1997,50,0,49
2009,50,1,39
2017,50,0,29
2011,50,0,29
1991,50,0,44
2015,50,0,74
2018,50,0,44
2000,50,1,49
2009,90,0,75
2019,50,0,20
1999,50,1,29
2005,50,1,59
1999,80,1,29
2017,60,0,20
2000,50,0,39
2006,50,0,49
2008,50,0,29
1988,50,0,54
2014,50,0,54
2005,50,0,49
1999,90,0,49
2014,50,0,29
1993,50,1,74
2000,60,0,49
2009,50,0,49
2009,50,0,44
2018,50,0,49
2009,50,0,29
2012,50,0,24
2016,50,0,24
2015,80,1,54
2004,30,1,34
2013,50,0,24
2006,50,1,44
1996,50,1,29
2018,50,0,34
2003,50,0,39
1994,50,0,49
2007,80,1,44
1995,70,1,29
2003,90,0,54
2000,120,0,24
2013,80,1,44
2017,50,0,34
1992,50,1,44
1999,50,0,20
2010,50,0,24
2001,50,0,54
2018,50,0,39
1996,50,0,39
2001,50,0,49
2000,100,0,54
1998,50,0,24
2008,50,0,44
2000,50,1,49
2007,50,1,34
2012,120,0,49
2007,80,0,39
2010,50,0,34
1990,50,0,75
2018,50,0,54
1994,50,1,49
2007,70,0,44
2014,50,0,34
2016,50,0,34
2001,50,0,29
2001,50,1,24
2004,50,0,24
1996,120,1,34
2014,50,0,59
2009,70,0,29
2002,90,0,44
1996,50,1,44
2018,50,0,54
2017,50,0,49
2003,50,1,49
1991,50,0,75
2010,50,0,34
2008,50,1,34
2011,50,1,75
2009,40,0,39
2012,50,0,44
1996,50,0,59
1996,50,1,54
1999,50,1,24
2011,50,0,24
2007,50,1,44
2016,50,0,44
2006,50,0,24
2013,90,0,69
2018,50,0,29
1996,50,1,29
1997,50,0,24
2003,50,1,29
1998,70,0,49
1994,50,1,39
1999,50,0,24
1998,50,0,44
2001,50,0,54
1997,50,0,59
2000,90,1,44
2017,50,0,39
2006,90,1,44
1999,50,0,24
2008,50,0,74
2011,80,0,34
2005,50,0,20
2007,50,1,34
1998,50,0,24
2001,50,0,69
2015,60,0,49
2015,50,1,49
2004,50,1,29
2007,50,0,29
2015,50,0,39
2008,50,1,24
2017,50,0,20
2001,50,0,54
2001,50,0,49
2006,50,0,49
2004,50,1,59
2010,50,0,75
2004,90,1,39
2003,50,1,29
2014,50,1,75
2015,50,1,75
2006,50,1,34
1998,50,0,49
2014,80,0,34
2010,50,0,75
2010,50,0,29
